concatpedido,Filial,Nome Filial,Número do pedido,Série,Nr.Processo,Situação do Item,Dt.Emissão,Cód.Agente,Nome Fantasia,Cond.Pagto.,Contato,Situação do Pedido,Tipo de Preço,Total Pedido Compra,Item Pedido,Cód. Item,Cód.Alternativo,Descrição do Item,Unid.,Quantidade,Qtde. Convertida,Vlr.Unitário,Vlr.Mercadorias,Vlr.Desconto,Vlr.Total Item,Código Serviço,Cód. Aplicação,Nome Aplicação
226-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,226,UN,226,Pedido Atendido,45783,9421,CALLSEG TECNOLOGIA DA INFORMACAO LTDA,28D,,Pedido Atendido,CIF,274.10000000000002,1,5578,5578,SERVIÇOS DE MONITORAMENTO,MES,1,1,274.10000000000002,274.10000000000002,0,274.10000000000002,56,207,Adm-Serviços Tomados
227-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,227,UN,227,Pedido Atendido,45783,1232,AQUA,28D,,Pedido Atendido,CIF,1140,1,8385,8385,MENSALIDADE TV TOUCH,VB,1,1,1140,1140,0,1140,52,209,Adm-Outras Entradas
228-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,228,UN,228,Pedido Atendido,45783,9873,OUTDOORMIDIA LOCACAO DE ESPACOS PARA PUBLICIDADE LTDA,28D,,Pedido Atendido,CIF,6160,1,8179,8179,LOCAÇÃO DE ESPAÇO PUBLICITÁRIO,VB,1,1,6160,6160,0,6160,999,210,Adm-Locações
229-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,229,UN,229,Pedido Atendido,45784,10597,SUPERFICI COMERCIAL LTDA,30D,,Pedido em Aberto,CIF,578.4,1,9070,9070,PLUG MACHO 20A,UN,50,50,3.8,190,0,190,,111,Obra-Compra de Insumos para Prestação de Serviços
229-2,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,229,UN,229,Pedido Atendido,45784,10597,SUPERFICI COMERCIAL LTDA,30D,,Pedido em Aberto,CIF,578.4,2,9069,9069,PLUG FÊMEA 20A,UN,50,50,3.8,190,0,190,,111,Obra-Compra de Insumos para Prestação de Serviços
229-4,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,229,UN,229,Pedido Atendido,45784,10597,SUPERFICI COMERCIAL LTDA,30D,,Pedido em Aberto,CIF,578.4,4,6914,6914,DESINGRIPANTE SPRAY 300ML,UN,2,2,6.7,13.4,0,13.4,,111,Obra-Compra de Insumos para Prestação de Serviços
229-5,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,229,UN,229,Pedido Atendido,45784,10597,SUPERFICI COMERCIAL LTDA,30D,,Pedido em Aberto,CIF,578.4,5,9033,9033,MANDRIL,UN,4,4,22.5,90,0,90,,111,Obra-Compra de Insumos para Prestação de Serviços
229-6,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,229,UN,229,Pedido Não Atendido,45784,10597,SUPERFICI COMERCIAL LTDA,30D,,Pedido em Aberto,CIF,578.4,6,6374,6374,BROCA MADEIRA,UN,50,50,1.9,95,0,95,,111,Obra-Compra de Insumos para Prestação de Serviços
230-3,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,230,UN,230,Pedido Atendido,45784,1028,ADECOM DISTRIBUIDORA,45D,,Pedido Atendido,CIF,960,3,4804,4804,FITA ISOLANTE 19MMX20M,UN,40,40,5.95,238,82.85,155.15,,111,Obra-Compra de Insumos para Prestação de Serviços
230-7,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,230,UN,230,Pedido Atendido,45784,1028,ADECOM DISTRIBUIDORA,45D,,Pedido Atendido,CIF,960,7,8094,8094,LÂMPADA LED 11W,UN,50,50,4.7,235,2.4,232.6,,111,Obra-Compra de Insumos para Prestação de Serviços
230-8,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,230,UN,230,Pedido Atendido,45784,1028,ADECOM DISTRIBUIDORA,45D,,Pedido Atendido,CIF,960,8,8098,8098,LÂMPADA LED 50W,UN,25,25,19.899999999999999,497.5,0,497.5,,111,Obra-Compra de Insumos para Prestação de Serviços
230-9,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,230,UN,230,Pedido Atendido,45784,1028,ADECOM DISTRIBUIDORA,45D,,Pedido Atendido,CIF,960,9,9486,9486,BOCAL PVC PENDENTE COM RABICHO E27,UN,25,25,2.99,74.75,0,74.75,,111,Obra-Compra de Insumos para Prestação de Serviços
231-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,231,UN,231,Pedido Atendido,45784,9879,AGISA CONTAINNERS LTDA,28D,,Pedido Atendido,CIF,4850,1,3273,3273,LOCAÇÃO DE CONTAINER SIMPLES,MES,1,1,4850,4850,0,4850,,210,Adm-Locações
232-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,232,UN,232,Pedido Atendido,45784,3406,JUNTA COMERCIAL DO PARANA,07D,,Pedido Atendido,CIF,46.3,1,8378,8378,DESPESAS DIVERSAS TABELIONATO,VB,1,1,46.3,46.3,0,46.3,,209,Adm-Outras Entradas
233-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,233,UN,233,Pedido Atendido,45789,11140,THERMOPRESS COMERCIO DE EQUIPAMENTOS INDUSTRIAIS LTDA,28D,,Pedido Atendido,CIF,594,1,6609,6609,RESISTENCIA MARMITEIRO 2000WX220V,UN,6,6,99,594,0,594,,111,Obra-Compra de Insumos para Prestação de Serviços
234-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,234,UN,234,Pedido Atendido,45790,11184,52.849.902 CAMILA SENA DE BORBA,28D,,Pedido Atendido,CIF,1000,1,8198,8198,SERVIÇOS DE MARKETING DIGITAL,VB,1,1,1000,1000,0,1000,104,207,Adm-Serviços Tomados
235-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,235,UN,235,Pedido Atendido,45790,11259,COMPENSADOS LASELVA LTDA,28D,,Pedido Atendido,CIF,160000,1,600,600,"COMPENSADO PLASTIFICADO 17MM 1,10X2,20",UN,1000,1000,170,170000,10000,160000,,111,Obra-Compra de Insumos para Prestação de Serviços
236-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,236,UN,236,Pedido Cancelado,45791,4461,PROTENDIDOS DYWIDAG LIMITADA,28D,,Pedido Cancelado,CIF,3768.93,1,10393,10393,PORCA HEXAGONAL GW,UN,2,2,108.9,217.8,0,217.8,,111,Obra-Compra de Insumos para Prestação de Serviços
236-7,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,236,UN,236,Pedido Cancelado,45791,4461,PROTENDIDOS DYWIDAG LIMITADA,28D,,Pedido Cancelado,CIF,3768.93,7,10397,10397,ESPAÇADOR CARAMBOLA DW/GW32,UN,11,11,5.7,62.7,0,62.7,,111,Obra-Compra de Insumos para Prestação de Serviços
236-6,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,236,UN,236,Pedido Cancelado,45791,4461,PROTENDIDOS DYWIDAG LIMITADA,28D,,Pedido Cancelado,CIF,3768.93,6,10396,10396,LUVA DE EMENDA DW32,UN,1,1,113.4,113.4,0,113.4,,111,Obra-Compra de Insumos para Prestação de Serviços
236-5,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,236,UN,236,Pedido Cancelado,45791,4461,PROTENDIDOS DYWIDAG LIMITADA,28D,,Pedido Cancelado,CIF,3768.93,5,10395,10395,PORCA HEXAGONAL DW32,UN,1,1,64.8,64.8,0,64.8,,111,Obra-Compra de Insumos para Prestação de Serviços
236-4,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,236,UN,236,Pedido Cancelado,45791,4461,PROTENDIDOS DYWIDAG LIMITADA,28D,,Pedido Cancelado,CIF,3768.93,4,10394,10394,CONTRA PORCA DW32,UN,1,1,27.9,27.9,0,27.9,,111,Obra-Compra de Insumos para Prestação de Serviços
236-3,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,236,UN,236,Pedido Cancelado,45791,4461,PROTENDIDOS DYWIDAG LIMITADA,28D,,Pedido Cancelado,CIF,3768.93,3,10392,10392,PLACA FR DW/GW,UN,10,10,56.05,560.5,0,560.5,,111,Obra-Compra de Insumos para Prestação de Serviços
236-2,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,236,UN,236,Pedido Cancelado,45791,4461,PROTENDIDOS DYWIDAG LIMITADA,28D,,Pedido Cancelado,CIF,3768.93,2,10398,10398,BARRA DW ST,M,15.28,15.28,178.13,2721.83,0,2721.83,,111,Obra-Compra de Insumos para Prestação de Serviços
237-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,237,UN,237,Pedido Cancelado,45791,1764,CENTRAL DE MONTAGENS DE ESTRUTURAS DE ACO E FERRO LTDA,28D,,Pedido Cancelado,CIF,17442.240000000002,1,5757,5757,CORTE E DOBRA DE AÇO,KG,22950.32,22950.32,0.76,17442.240000000002,0,17442.240000000002,23,107,Obra-Serviços Tomados
239-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,239,UN,239,Pedido Cancelado,45791,1259,ARCELORMITTAL BRASIL S.A.,28D,,Pedido Cancelado,CIF,125371.56,1,278,278,"AÇO CA-50 6,3 MM",KG,2485.59,2485.59,5.6499990000000002,14043.58,0,14043.58,,111,Obra-Compra de Insumos para Prestação de Serviços
239-8,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,239,UN,239,Pedido Cancelado,45791,1259,ARCELORMITTAL BRASIL S.A.,28D,,Pedido Cancelado,CIF,125371.56,8,285,285,"ACO CA-50 32,0 MM",KG,107.75,107.75,5.7499770000000003,619.55999999999995,0,619.55999999999995,,111,Obra-Compra de Insumos para Prestação de Serviços
239-7,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,239,UN,239,Pedido Cancelado,45791,1259,ARCELORMITTAL BRASIL S.A.,28D,,Pedido Cancelado,CIF,125371.56,7,284,284,"AÇO CA-50 25,0 MM",KG,119.23,119.23,5.1399819999999998,612.84,0,612.84,,111,Obra-Compra de Insumos para Prestação de Serviços
239-6,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,239,UN,239,Pedido Cancelado,45791,1259,ARCELORMITTAL BRASIL S.A.,28D,,Pedido Cancelado,CIF,125371.56,6,283,283,"AÇO CA-50 20,0 MM",KG,610.59,610.59,5.1434509999999998,3140.54,0,3140.54,,111,Obra-Compra de Insumos para Prestação de Serviços
239-5,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,239,UN,239,Pedido Cancelado,45791,1259,ARCELORMITTAL BRASIL S.A.,28D,,Pedido Cancelado,CIF,125371.56,5,282,282,"AÇO CA-50 16,0 MM",KG,614.92999999999995,614.92999999999995,5.14,3160.74,0,3160.74,,111,Obra-Compra de Insumos para Prestação de Serviços
239-4,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,239,UN,239,Pedido Cancelado,45791,1259,ARCELORMITTAL BRASIL S.A.,28D,,Pedido Cancelado,CIF,125371.56,4,281,281,"AÇO CA-50 12,5 MM",KG,3741.05,3741.05,5.1399980000000003,19228.990000000002,0,19228.990000000002,,111,Obra-Compra de Insumos para Prestação de Serviços
239-3,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,239,UN,239,Pedido Cancelado,45791,1259,ARCELORMITTAL BRASIL S.A.,28D,,Pedido Cancelado,CIF,125371.56,3,280,280,"AÇO CA-50 10,0 MM",KG,6602.4,6602.4,5.3899990000000004,35586.93,0,35586.93,,111,Obra-Compra de Insumos para Prestação de Serviços
239-2,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,239,UN,239,Pedido Cancelado,45791,1259,ARCELORMITTAL BRASIL S.A.,28D,,Pedido Cancelado,CIF,125371.56,2,279,279,"AÇO CA-50 8,0 MM",KG,8668.74,8668.74,5.65,48978.38,0,48978.38,,111,Obra-Compra de Insumos para Prestação de Serviços
240-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,240,UN,240,Pedido Atendido,45791,9546,TELEFONICA BRASIL S.A.,28D,,Pedido Atendido,CIF,108.77,1,7891,7891,CONSUMO DE INTERNET,VB,1,1,108.77,108.77,0,108.77,,209,Adm-Outras Entradas
241-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,241,UN,241,Pedido Cancelado,45792,1259,ARCELORMITTAL BRASIL S.A.,28D,,Pedido Cancelado,CIF,125371.56,1,278,278,"AÇO CA-50 6,3 MM",KG,2485.59,2485.59,5.6499990000000002,14043.58,0,14043.58,,111,Obra-Compra de Insumos para Prestação de Serviços
241-8,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,241,UN,241,Pedido Cancelado,45792,1259,ARCELORMITTAL BRASIL S.A.,28D,,Pedido Cancelado,CIF,125371.56,8,285,285,"ACO CA-50 32,0 MM",KG,107.75,107.75,5.7499770000000003,619.55999999999995,0,619.55999999999995,,111,Obra-Compra de Insumos para Prestação de Serviços
241-7,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,241,UN,241,Pedido Cancelado,45792,1259,ARCELORMITTAL BRASIL S.A.,28D,,Pedido Cancelado,CIF,125371.56,7,284,284,"AÇO CA-50 25,0 MM",KG,119.23,119.23,5.1399819999999998,612.84,0,612.84,,111,Obra-Compra de Insumos para Prestação de Serviços
241-6,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,241,UN,241,Pedido Cancelado,45792,1259,ARCELORMITTAL BRASIL S.A.,28D,,Pedido Cancelado,CIF,125371.56,6,283,283,"AÇO CA-50 20,0 MM",KG,610.59,610.59,5.1434509999999998,3140.54,0,3140.54,,111,Obra-Compra de Insumos para Prestação de Serviços
241-5,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,241,UN,241,Pedido Cancelado,45792,1259,ARCELORMITTAL BRASIL S.A.,28D,,Pedido Cancelado,CIF,125371.56,5,282,282,"AÇO CA-50 16,0 MM",KG,614.92999999999995,614.92999999999995,5.14,3160.74,0,3160.74,,111,Obra-Compra de Insumos para Prestação de Serviços
241-4,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,241,UN,241,Pedido Cancelado,45792,1259,ARCELORMITTAL BRASIL S.A.,28D,,Pedido Cancelado,CIF,125371.56,4,281,281,"AÇO CA-50 12,5 MM",KG,3741.05,3741.05,5.1399980000000003,19228.990000000002,0,19228.990000000002,,111,Obra-Compra de Insumos para Prestação de Serviços
241-3,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,241,UN,241,Pedido Cancelado,45792,1259,ARCELORMITTAL BRASIL S.A.,28D,,Pedido Cancelado,CIF,125371.56,3,280,280,"AÇO CA-50 10,0 MM",KG,6602.4,6602.4,5.3899990000000004,35586.93,0,35586.93,,111,Obra-Compra de Insumos para Prestação de Serviços
241-2,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,241,UN,241,Pedido Cancelado,45792,1259,ARCELORMITTAL BRASIL S.A.,28D,,Pedido Cancelado,CIF,125371.56,2,279,279,"AÇO CA-50 8,0 MM",KG,8668.74,8668.74,5.65,48978.38,0,48978.38,,111,Obra-Compra de Insumos para Prestação de Serviços
242-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,242,UN,242,Pedido Atendido,45792,10180,DELTA CABOS DE ACO,21D,,Pedido Atendido,CIF,344,1,6758,6758,CINTA AMARRAÇÃO CARGA 3TN,UN,4,4,86,344,0,344,,111,Obra-Compra de Insumos para Prestação de Serviços
243-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,243,UN,243,Pedido Atendido,45792,4461,PROTENDIDOS DYWIDAG LIMITADA,28D,,Pedido Atendido,CIF,3814.7,1,10393,10393,PORCA HEXAGONAL GW,UN,2,2,108.9,217.8,0,217.8,,111,Obra-Compra de Insumos para Prestação de Serviços
243-7,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,243,UN,243,Pedido Atendido,45792,4461,PROTENDIDOS DYWIDAG LIMITADA,28D,,Pedido Atendido,CIF,3814.7,7,10397,10397,ESPAÇADOR CARAMBOLA DW/GW32,UN,11,11,5.7,62.7,0,62.7,,111,Obra-Compra de Insumos para Prestação de Serviços
243-6,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,243,UN,243,Pedido Atendido,45792,4461,PROTENDIDOS DYWIDAG LIMITADA,28D,,Pedido Atendido,CIF,3814.7,6,10396,10396,LUVA DE EMENDA DW32,UN,1,1,113.4,113.4,0,113.4,,111,Obra-Compra de Insumos para Prestação de Serviços
243-5,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,243,UN,243,Pedido Atendido,45792,4461,PROTENDIDOS DYWIDAG LIMITADA,28D,,Pedido Atendido,CIF,3814.7,5,10395,10395,PORCA HEXAGONAL DW32,UN,1,1,64.8,64.8,0,64.8,,111,Obra-Compra de Insumos para Prestação de Serviços
243-4,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,243,UN,243,Pedido Atendido,45792,4461,PROTENDIDOS DYWIDAG LIMITADA,28D,,Pedido Atendido,CIF,3814.7,4,10394,10394,CONTRA PORCA DW32,UN,1,1,73.673000000000002,73.67,0,73.67,,111,Obra-Compra de Insumos para Prestação de Serviços
243-3,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,243,UN,243,Pedido Atendido,45792,4461,PROTENDIDOS DYWIDAG LIMITADA,28D,,Pedido Atendido,CIF,3814.7,3,10392,10392,PLACA FR DW/GW,UN,10,10,56.05,560.5,0,560.5,,111,Obra-Compra de Insumos para Prestação de Serviços
243-2,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,243,UN,243,Pedido Atendido,45792,4461,PROTENDIDOS DYWIDAG LIMITADA,28D,,Pedido Atendido,CIF,3814.7,2,10398,10398,BARRA DW ST,M,15.28,15.28,178.13,2721.83,0,2721.83,,111,Obra-Compra de Insumos para Prestação de Serviços
244-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,244,UN,244,Pedido Atendido,45793,9917,FUNILARIA PAROLIN LTDA,28D,,Pedido Atendido,CIF,680,1,837,837,CALHA,M2,3,3,226.66666699999999,680,0,680,,111,Obra-Compra de Insumos para Prestação de Serviços
245-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,245,UN,245,Pedido Atendido,45793,11724,51.925.484 ALEX DE FREITAS DINIZ,28D,,Pedido Atendido,CIF,4200,1,7470,7470,ESCADA DE FERRO,UN,2,2,2100,4200,0,4200,,111,Obra-Compra de Insumos para Prestação de Serviços
246-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,246,UN,246,Pedido Atendido,45797,3142,INDUSTRIA E COMERCIO DE ARTEFATOS DE CIMENTO LIDER,28D,,Pedido Atendido,CIF,9775,1,781,781,"TUBO DE CONCRETO ARMADO 0,60X1,00M",UN,60,60,145,8700,0,8700,,111,Obra-Compra de Insumos para Prestação de Serviços
246-4,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,246,UN,246,Pedido Atendido,45797,3142,INDUSTRIA E COMERCIO DE ARTEFATOS DE CIMENTO LIDER,28D,,Pedido Atendido,CIF,9775,4,9544,9544,"TUBO DE CONCRETO ARMADO 1,20X0,50M",UN,5,5,215,1075,0,1075,,111,Obra-Compra de Insumos para Prestação de Serviços
247-2,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,247,UN,247,Pedido Atendido,45797,2246,DIPROTEC GEOSSINTETICOS LTDA,30/60,,Pedido Atendido,CIF,7776,2,7906,7906,"MANTA GEOTEXTIL 2,3M",M2,920,920,2.8,2576,0,2576,,111,Obra-Compra de Insumos para Prestação de Serviços
247-3,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,247,UN,247,Pedido Atendido,45797,2246,DIPROTEC GEOSSINTETICOS LTDA,30/60,,Pedido Atendido,CIF,7776,3,8427,8427,"TUBO PEAD CORRUGADO PERFURADA PARA DRENAGEM 4""",M,800,800,6.5,5200,0,5200,,111,Obra-Compra de Insumos para Prestação de Serviços
248-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,248,UN,248,Pedido Atendido,45797,3924,MEXICHEM BRASIL INDUSTRIA DE TRANSFORMACAO PLASTICA LTDA,28D,,Pedido Atendido,CIF,4874.1000000000004,1,1362,1362,LUVA SIMPLES ESGOTO SR DN75,UN,60,60,5.29,317.39999999999998,0,317.39999999999998,,111,Obra-Compra de Insumos para Prestação de Serviços
248-8,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,248,UN,248,Pedido Atendido,45797,3924,MEXICHEM BRASIL INDUSTRIA DE TRANSFORMACAO PLASTICA LTDA,28D,,Pedido Atendido,CIF,4874.1000000000004,8,1360,1360,LUVA SIMPLES ESGOTO SR DN150,UN,20,20,23.9,478,0,478,,111,Obra-Compra de Insumos para Prestação de Serviços
248-7,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,248,UN,248,Pedido Atendido,45797,3924,MEXICHEM BRASIL INDUSTRIA DE TRANSFORMACAO PLASTICA LTDA,28D,,Pedido Atendido,CIF,4874.1000000000004,7,1316,1316,JOELHO 90 ESGOTO SR DN75,UN,30,30,6.84,205.2,0,205.2,,111,Obra-Compra de Insumos para Prestação de Serviços
248-6,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,248,UN,248,Pedido Atendido,45797,3924,MEXICHEM BRASIL INDUSTRIA DE TRANSFORMACAO PLASTICA LTDA,28D,,Pedido Atendido,CIF,4874.1000000000004,6,2125,2125,ADESIVO AZUL FRASCO COM PINCEL 850G,UN,10,10,47.735999999999997,477.36,0,477.36,,111,Obra-Compra de Insumos para Prestação de Serviços
248-5,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,248,UN,248,Pedido Atendido,45797,3924,MEXICHEM BRASIL INDUSTRIA DE TRANSFORMACAO PLASTICA LTDA,28D,,Pedido Atendido,CIF,4874.1000000000004,5,1419,1419,TUBO ESGOTO SR DN150X6M,UN,8,8,192.08,1536.64,0,1536.64,,111,Obra-Compra de Insumos para Prestação de Serviços
248-4,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,248,UN,248,Pedido Atendido,45797,3924,MEXICHEM BRASIL INDUSTRIA DE TRANSFORMACAO PLASTICA LTDA,28D,,Pedido Atendido,CIF,4874.1000000000004,4,1416,1416,TUBO ESGOTO SN DN75X6M,UN,10,10,56.47,564.70000000000005,0,564.70000000000005,,111,Obra-Compra de Insumos para Prestação de Serviços
248-3,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,248,UN,248,Pedido Atendido,45797,3924,MEXICHEM BRASIL INDUSTRIA DE TRANSFORMACAO PLASTICA LTDA,28D,,Pedido Atendido,CIF,4874.1000000000004,3,1399,1399,TE REDUÇÃO ESGOTO SR DN100X75,UN,30,30,20.68,620.4,0,620.4,,111,Obra-Compra de Insumos para Prestação de Serviços
248-2,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,248,UN,248,Pedido Atendido,45797,3924,MEXICHEM BRASIL INDUSTRIA DE TRANSFORMACAO PLASTICA LTDA,28D,,Pedido Atendido,CIF,4874.1000000000004,2,1383,1383,TE ESGOTO SR DN100,UN,40,40,16.86,674.4,0,674.4,,111,Obra-Compra de Insumos para Prestação de Serviços
249-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,249,UN,249,Pedido Atendido,45797,2244,DIPROTEC DISTRIBUIDORA DE PRODUTOS TECNICOS PARA CONSTRUCAO CIVIL LTDA,28D,,Pedido Atendido,CIF,40,1,7658,7658,LIXA MASSA 80,UN,50,50,0.8,40,0,40,,111,Obra-Compra de Insumos para Prestação de Serviços
250-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,250,UN,250,Pedido Atendido,45797,2638,FEPASEG,28D,,Pedido Atendido,CIF,599.79999999999995,1,6762,6762,CONE DE SINALIZAÇÃO,UN,10,10,59.98,599.79999999999995,0,599.79999999999995,,111,Obra-Compra de Insumos para Prestação de Serviços
251-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,251,UN,251,Pedido Atendido,45797,11461,FELIPE VIEIRA MARCONDES ESQUADRIAS E FACHADAS,28D,,Pedido Atendido,CIF,16000,1,5582,5582,SERVIÇOS DE REPAROS EM CONSTRUÇÕES VIZINHAS,VB,1,1,16000,16000,0,16000,23,107,Obra-Serviços Tomados
252-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,252,UN,252,Pedido Atendido,45797,4048,SECRETARIA MUNICIPAL DE FINANCAS,À VISTA,,Pedido Atendido,CIF,2375.29,1,8389,8389,"IPTU, ITR",VB,2375.29,2375.29,1,2375.29,0,2375.29,,209,Adm-Outras Entradas
255-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,255,UN,255,Pedido Cancelado,45799,1473,ANJUS TRANSPORTES,28D,,Pedido Cancelado,CIF,1750,1,1,1,SERVIÇO DE FRETE,VB,5,5,350,1750,0,1750,97,107,Obra-Serviços Tomados
256-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,256,UN,256,Pedido Atendido,45800,10597,SUPERFICI COMERCIAL LTDA,28D,,Pedido Atendido,CIF,255,1,6408,6408,BROCA SDS PLUS CONCRETO LONGA 10MM,UN,50,50,5.0999999999999996,255,0,255,,111,Obra-Compra de Insumos para Prestação de Serviços
257-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,257,UN,257,Pedido Atendido,45803,1945,MADECOM,28D,,Pedido Atendido,CIF,29258.84,1,609,609,"COMPENSADO RESINADO 17MM 1,10X2,20",UN,200,200,146.29419999999999,29258.84,0,29258.84,,111,Obra-Compra de Insumos para Prestação de Serviços
258-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,258,UN,258,Pedido Atendido,45803,9866,XAVIER DE PAULA & CIA LTDA,30 FQ,,Pedido Atendido,CIF,3582,1,6402,6402,BROCA SDS PLUS 6MMX210MM,UN,40,40,10.65,426,0,426,,111,Obra-Compra de Insumos para Prestação de Serviços
258-2,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,258,UN,258,Pedido Atendido,45803,9866,XAVIER DE PAULA & CIA LTDA,30 FQ,,Pedido Atendido,CIF,3582,2,6368,6368,BROCA CHATA 32MM,UN,40,40,78.900000000000006,3156,0,3156,,111,Obra-Compra de Insumos para Prestação de Serviços
259-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,259,UN,259,Pedido Cancelado,45804,2119,DAG - LOCACAO DE MAQUINAS E EQUIPAMENTOS LTDA,28D,,Pedido Cancelado,CIF,24775,1,9676,9676,LOCAÇÃO DE MUNCK/GUINDASTE,DIA,1,1,24775,24775,0,24775,,111,Obra-Compra de Insumos para Prestação de Serviços
260-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,260,UN,260,Pedido Atendido,45806,9888,PARTNERBANK INSTITUICAO DE PAGAMENTO S.A,À VISTA,,Pedido Atendido,CIF,2305.2199999999998,1,8394,8394,TAXAS DE CONDOMÍNIO,VB,2305.2199999999998,2305.2199999999998,1,2305.2199999999998,0,2305.2199999999998,,209,Adm-Outras Entradas
261-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,261,UN,261,Pedido Atendido,45811,4507,RR ASSESSORIA IMOBILIARIA,28D,,Pedido Atendido,CIF,2520,1,5683,5683,SERVIÇOS VENDA E CORRETAGEM,VB,1,1,2520,2520,0,2520,50,207,Adm-Serviços Tomados
262-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,262,UN,262,Pedido Atendido,45812,11872,15.423.995 ROBERTO MATEUS LATOH,28D,,Pedido Atendido,CIF,330,1,8238,8238,MATERIAIS DE PROPAGANDA E PUBLICIDADE,UN,1,1,330,330,0,330,,206,Adm-Compra Mat.Uso e Consumo
