,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Status do Item,1,2,Orçamento,Sequencial,Solicitação,Sequência,Cód. Item,Cód. Alternativo,Acesso ao grupo de Itens,Descrição,Descrição Genérica,Qtde. Solicitada,Unid. Solicitação,Qtde. Convertida,Unid. Estoque,Preço de Solicitação,Data do Preço,Data de Necessidade,Data Inclusão,Valor Total,Estouro?,Último Aprovador,Observação,Cód. Solic.,Situação do Item,Código da Reserva,Item Reservado?,Cód. Cotação,Filial Cotação,Item Cotação,Item Cotado?,Cód. Pedido,Fornecedor,Cod. Contrato,Fornecedor,Código,Descrição,Código,Descrição,Código,Descrição,Código,Descrição,Insumo Genérico?,Controla Estoque?,Definição do Item,Insumo Ativo para Compra?,Lançamento,Cód. Sol. Móvel
+,A,,147,1,1330,10,8956,8956,S,MO EXECUÇÃO DE ESTACA ESCAVADA 90CM,,108.08,M,108.08,M,194.54,45656,45744,45666.446909722203,21025.8832,,engenharia.piemonte,CTR 20240006 - RM,11,B,,N,7,650,10,S,,,479,2483 - ESCOLL ENGENHARIA DE SOLOS E CONCRETOS LTDA,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1330,11,8957,8957,S,MO EXECUÇÃO DE ESTACA ESCAVADA 100CM,,21.23,M,21.23,M,240.16,45656,45744,45666.446909722203,5098.5968000000003,,engenharia.piemonte,CTR 20240006 - RM,11,B,,N,7,650,11,S,,,479,2483 - ESCOLL ENGENHARIA DE SOLOS E CONCRETOS LTDA,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1330,13,8959,8959,S,MO EXECUÇÃO DE ESTACA ESCAVADA 120CM,,0.57999999999999996,M,0.57999999999999996,M,345.86,45656,45744,45666.446909722203,200.59880000000001,,engenharia.piemonte,CTR 20240006 - RM,11,B,,N,7,650,12,S,,,479,2483 - ESCOLL ENGENHARIA DE SOLOS E CONCRETOS LTDA,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1330,14,8837,8837,S,TAXA ART,,1,VB,1,VB,1,45656,45686,45666.446909722203,1,,engenharia.piemonte,CTR 20240006 - RM,11,B,,N,7,650,9,S,,,479,2483 - ESCOLL ENGENHARIA DE SOLOS E CONCRETOS LTDA,186,Outros Custos,109,Obra-Outras Entradas,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,OU,S,M,
+,A,,147,1,1330,15,5308,5308,S,MOBILIZAÇÃO DE EQUIPAMENTOS PARA TIRANTES,,2.2999999999999998,VB,2.2999999999999998,VB,1,45656,45744,45666.446909722203,2.2999999999999998,,engenharia.piemonte,CTR 20240006 - RM,11,B,,N,7,650,8,S,,,479,2483 - ESCOLL ENGENHARIA DE SOLOS E CONCRETOS LTDA,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1347,1,5080,5080,S,SERVIÇOS ACOMPANHAMENTO DE CONCRETAGEM E ROMPIMENTO DE CORPO DE PROVA,,16342.16,VB,16342.16,VB,1,45656,45744,45666.449907407397,16342.16,Sim,engenharia.piemonte,CTR 20240007 - RM,12,B,,N,8,650,1,S,,,480,2120 - GERENCIARE RGERENCIAMENTO DE OBRAS E PROJETOS,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1348,1,5080,5080,S,SERVIÇOS ACOMPANHAMENTO DE CONCRETAGEM E ROMPIMENTO DE CORPO DE PROVA,,31449.31,VB,31449.31,VB,1,45656,45744,45666.4508333333,31449.31,Sim,engenharia.piemonte,CTR 20240008 - RM,13,B,,N,10,650,1,S,,,481,4478 - QUALILAB ENSAIOS TECNICOS DE MATERIAIS LTDA,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1349,1,5001,5001,S,MO MONTAGEM DE GABARITO PARA LOCAÇÃO DE OBRA,,226.76,M,226.76,M,17.3,45656,45744,45666.4614351852,3922.9479999999999,,engenharia.piemonte,CTR 20240010 - RM,17,B,,N,11,650,1,S,,,482,567 - J.N. CONSTRUCAO CIVIL,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1349,2,5148,5148,S,MO EXECUÇÃO DE ARMADURAS (MONTAGEM),,2087.5100000000002,KG,2087.5100000000002,KG,3.5,45656,45744,45666.4614351852,7306.2849999999999,,engenharia.piemonte,CTR 20240010 - RM,17,B,,N,11,650,2,S,,,482,567 - J.N. CONSTRUCAO CIVIL,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1349,3,5148,5148,S,MO EXECUÇÃO DE ARMADURAS (MONTAGEM),,31.84,KG,31.84,KG,3.5,45656,45744,45666.4614351852,111.44,,engenharia.piemonte,CTR 20240010 - RM,17,B,,N,11,650,2,S,,,482,567 - J.N. CONSTRUCAO CIVIL,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1349,4,5211,5211,S,ARRASAMENTO DE ESTACAS DN 25 CM,,126.06,UN,126.06,UN,90.52,45656,45744,45666.4614351852,11410.9512,,engenharia.piemonte,CTR 20240010 - RM,17,B,,N,11,650,4,S,,,482,567 - J.N. CONSTRUCAO CIVIL,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1349,5,5213,5213,S,ARRASAMENTO DE ESTACAS DN 40 CM,,122,UN,122,UN,90.52,45656,45744,45666.4614351852,11043.44,Sim,engenharia.piemonte,CTR 20240010 - RM,17,B,,N,11,650,5,S,,,482,567 - J.N. CONSTRUCAO CIVIL,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1349,6,8529,8529,S,MO EXECUÇÃO DE FORMAS PARA VIGA DE COROAMENTO E SOLIDARIZAÇÃO,,150.94999999999999,M,150.94999999999999,M,15,45656,45744,45666.4614351852,2264.25,,engenharia.piemonte,CTR 20240010 - RM,17,B,,N,11,650,6,S,,,482,567 - J.N. CONSTRUCAO CIVIL,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1356,1,3342,3342,S,LOCAÇÃO DE RETROESCAVADEIRA,,0.38,MES,0.38,MES,22000,45656,45744,45666.492037037002,8360,Sim,engenharia.piemonte,CTR 20240011/12 - RM,16,B,,N,12,650,1,S,,,483,9509 - BV CONSTRUTORA & TERRAPLANAGEM LTDA,188,Locação de Equipamentos (Obras),110,Obra-Locação de Equipamento,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1356,2,3342,3342,S,LOCAÇÃO DE RETROESCAVADEIRA,,0.35,MES,0.35,MES,22000,45656,45744,45666.492037037002,7700,Sim,engenharia.piemonte,CTR 20240011/12 - RM,16,B,,N,12,650,1,S,,,483,9509 - BV CONSTRUTORA & TERRAPLANAGEM LTDA,188,Locação de Equipamentos (Obras),110,Obra-Locação de Equipamento,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1356,3,3342,3342,S,LOCAÇÃO DE RETROESCAVADEIRA,,7,MES,7,MES,22000,45656,45744,45666.492037037002,154000,Sim,engenharia.piemonte,CTR 20240011/12 - RM,16,B,,N,12,650,1,S,,,483,9509 - BV CONSTRUTORA & TERRAPLANAGEM LTDA,188,Locação de Equipamentos (Obras),110,Obra-Locação de Equipamento,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1356,4,5561,5561,S,MO BOTA FORA DE MATERIAL INSERVIVEL,,899.97,M3,899.97,M3,52,45656,45744,45666.492037037002,46798.44,Sim,engenharia.piemonte,CTR 20240011/12 - RM,16,B,,N,12,650,4,S,,,483,9509 - BV CONSTRUTORA & TERRAPLANAGEM LTDA,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1356,5,5564,5564,S,"MO ESCAVAÇÃO, CARGA E TRANSPORTE PARA BOTA-FORA",,67.77,M3,67.77,M3,52,45656,45744,45666.492037037002,3524.04,,engenharia.piemonte,CTR 20240011/12 - RM,16,B,,N,12,650,5,S,,,483,9509 - BV CONSTRUTORA & TERRAPLANAGEM LTDA,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1356,6,5564,5564,S,"MO ESCAVAÇÃO, CARGA E TRANSPORTE PARA BOTA-FORA",,996.35,M3,996.35,M3,52,45656,45744,45666.492037037002,51810.2,,engenharia.piemonte,CTR 20240011/12 - RM,16,B,,N,12,650,5,S,,,483,9509 - BV CONSTRUTORA & TERRAPLANAGEM LTDA,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1364,2,4844,4844,S,MO ANALISTA DE ENGENHARIA,,32,MES,32,MES,8670,45656,45762,45666.498854166697,277440,,engenharia.piemonte,CTR 20240013 - RM,56,B,,N,55,650,1,S,,,883,202 - PIEMONTE ENGENHARIA S.A.,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1364,4,4846,4846,S,MO COORDENADOR DE OBRAS,,27,MES,27,MES,20791.240000000002,45656,45762,45666.498854166697,561363.48,Sim,engenharia.piemonte,CTR 20240013 - RM,56,B,,N,55,650,2,S,,,883,202 - PIEMONTE ENGENHARIA S.A.,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1364,5,4848,4848,S,MO ENGENHEIRO RESIDENTE,,32,MES,32,MES,15166.67,45656,45762,45666.498854166697,485333.44,,engenharia.piemonte,CTR 20240013 - RM,56,B,,N,55,650,3,S,,,883,202 - PIEMONTE ENGENHARIA S.A.,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1364,6,4849,4849,S,MO ENGENHEIRO SEGURANÇA DO TRABALHO,,27,MES,27,MES,18780.09,45656,45762,45666.498854166697,507062.43,Sim,engenharia.piemonte,CTR 20240013 - RM,56,B,,N,55,650,4,S,,,883,202 - PIEMONTE ENGENHARIA S.A.,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1364,7,4852,4852,S,MO ESTAGIÁRIO DE ENGENHARIA,,77,MES,77,MES,2760,45656,45762,45666.498854166697,212520,,engenharia.piemonte,CTR 20240013 - RM,56,B,,N,55,650,5,S,,,883,202 - PIEMONTE ENGENHARIA S.A.,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1364,9,4861,4861,S,MO TÉCNICO SEGURANÇA TRABALHO,,27,MES,27,MES,8820,45656,45762,45666.498865740701,238140,,engenharia.piemonte,CTR 20240013 - RM,56,B,,N,55,650,6,S,,,883,202 - PIEMONTE ENGENHARIA S.A.,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1366,1,7892,7892,S,CONSUMO DE LUZ,,113296.6,VB,113296.6,VB,1,45656,45686,45666.504837963003,113296.6,,engenharia.piemonte,CTR 20240014 - RM,14,B,,N,14,650,1,S,,,485,9223 - COPEL-DIS,192,Luz (Obras),109,Obra-Outras Entradas,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,OU,S,M,
+,A,,147,1,1382,1,3328,3328,S,LOCAÇÃO DE MUNCK,,33075,MES,33075,MES,38000,45656,45744,45666.615219907399,1256850000,Sim,engenharia.piemonte,CTR 20240016 - RM,28,B,,N,15,650,1,S,,,488,2119 - DAG - LOCACAO DE MAQUINAS E EQUIPAMENTOS LTDA,188,Locação de Equipamentos (Obras),110,Obra-Locação de Equipamento,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,OU,S,M,
+,A,,147,1,1386,1,3299,3299,S,LOCAÇÃO DE IMPRESSORA,,17,MES,17,MES,220,45656,45744,45666.636412036998,3740,,engenharia.piemonte,CTR 20240018 - RM,27,B,,N,16,650,1,S,,,489,4530 - RAFAEL LABHARDT,188,Locação de Equipamentos (Obras),110,Obra-Locação de Equipamento,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,1387,1,8572,8572,S,MO LOCAÇÃO DE ESCAVADEIRA HIDRAULICA COM OPERADOR COM COMBUSTÍVEL,,2,MES,2,MES,28000,45656,45744,45666.640520833302,56000,Sim,engenharia.piemonte,CTR 20240019/20 - RM,26,B,,N,17,650,1,S,,,490,9509 - BV CONSTRUTORA & TERRAPLANAGEM LTDA,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1387,2,8816,8816,S,MO OPERADOR EQUIPAMENTO DE ESCAVAÇÃO,,2,UN,2,UN,1,45666,45751,45666.640520833302,2,Sim,engenharia.piemonte,CTR 20240019/20 - RM,26,B,,N,17,650,2,S,,,490,9509 - BV CONSTRUTORA & TERRAPLANAGEM LTDA,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1391,1,8631,8631,S,SERVIÇOS DE ATENDIMENTO MÉDICO DE EMERGÊNCIA,,9610,VB,9610,VB,1,45656,45744,45666.642280092601,9610,,engenharia.piemonte,CTR 20240021 - RM,25,B,,N,18,650,1,S,,,491,4779 - ECCO-SALVA EMERGENCIAS MEDICAS,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1392,1,5580,5580,S,SERVIÇOS DE SEGURANCA PATRIMONIAL,,1,MES,1,MES,3716.67,45656,45744,45666.647881944402,3716.67,,engenharia.piemonte,CTR 20240022 - RM,24,B,,N,19,650,1,S,,,492,9551 - CENTROSUL - MONITORAMENTO E CONTROLE DE ACESSO ELETRONICO LTDA,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1395,1,5725,5725,S,SERVIÇOS PROJETOS DE GÁS,,4200,M2,4200,M2,1,45656,45744,45666.658645833297,4200,,engenharia.piemonte,CTR 20230001 CI - RM,23,B,,N,20,650,1,S,,,493,9511 - ATRIVIS ENGENHARIA LTDA,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1396,1,5739,5739,S,SERVIÇOS PROJETOS ESTRUTURAIS,,189739,M2,189739,M2,1,45656,45744,45666.659675925897,189739,,engenharia.piemonte,CTR 20230002 CI - RM,22,B,,N,21,650,1,S,,,494,2510 - ESTENG,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1397,1,5740,5740,S,SERVIÇOS PROJETOS HIDRAULICO/SANITARIO,,31470,M2,31470,M2,1,45656,45744,45666.660636574103,31470,,engenharia.piemonte,CTR 20230003 CI - RM,21,B,,N,22,650,1,S,,,495,4164 - OMEGA PROJETOS,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1398,1,5738,5738,S,SERVIÇOS PROJETOS ELETRICOS/TELEFONICO,,30000,M2,30000,M2,1,45656,45744,45666.662256944401,30000,,engenharia.piemonte,CTR 20230005 CI - RM,20,B,,N,23,650,1,S,,,496,3793 - SOLIDEIA - PROJETOS,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1399,1,5706,5706,S,SERVIÇOS PROJETOS ARQUITETÔNICOS,,89780.22,M2,89780.22,M2,1,45656,45744,45666.663680555597,89780.22,,engenharia.piemonte,CTR 20230006 CI - RM,19,B,,N,24,650,1,S,,,497,9471 - ARQUIK ARQUITETURA S/S LTDA,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1400,1,8628,8628,S,SERVIÇO DE ELABORAÇÃO DE PERFIL DE DESEMPENHO DA EDIFICAÇÃO,,8440,M2,8440,M2,1,45656,45744,45666.665601851899,8440,,engenharia.piemonte,CTR 20240001 CI - RM,31,B,,N,25,650,1,S,,,498,4377 - POLI E CONSULTORES ASSOCIADOS LTDA,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1401,1,5612,5612,S,SERVIÇOS TAXA DE ADMINISTRAÇÃO DE OBRA,,1,VB,1,VB,1,45656,45762,45666.666828703703,1,,engenharia.piemonte,CTR 20240006 CI - RM,55,B,,N,54,650,1,S,,,882,202 - PIEMONTE ENGENHARIA S.A.,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,OU,S,M,
+,A,,147,1,1402,1,5718,5718,S,SERVIÇOS PROJETOS DE DRYWALL,,14400,M2,14400,M2,1,45656,45744,45666.668194444399,14400,,engenharia.piemonte,CTR 20240007 CI - RM,29,B,,N,27,650,1,S,,,500,2894 - GOBBATO SERVICOS DE DESENHOS TECNICOS LTDA,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1408,2,5605,5605,S,REEMBOLSO/RATEIO DA ESTRUTURA DE APOIO,,41080.5,VB,41080.5,VB,1,45674,45762,45677.464872685203,41080.5,Sim,engenharia.piemonte,CTR 20240010 CI - RM,54,B,,N,28,650,1,S,,,656,5 - PIEMONTE EMPREENDIMENTOS IMOBILIARIOS S/A (FILIAL - ESTOQUE CALP),190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,OU,S,M,
+,A,,147,1,1426,1,278,278,S,"AÇO CA-50 6,3 MM",,1,KG,1,KG,1.87,45667,45799,45667.431076388901,1.87,Sim,felipe.leitolles,"COMPLEMENTO PARA NF 48242 - R$ 1,87 - PROBLEMA COM ARREDONDAMENTO",35,B,,N,31,650,1,S,7,1259 - ARCELORMITTAL BRASIL S.A.,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,1429,1,8496,8496,S,MO EXECUÇÃO DE ALVENARIA BLOCO CERAMICO VEDAÇÃO 19CM,,7639.1,M2,7639.1,M2,40.590000000000003,45656,45747,45667.478703703702,310071.06900000002,Sim,engenharia.piemonte,CTR 20240023 - RM,36,B,,N,51,650,82,S,,,813,9430 - THAL ENGENHARIA LTDA,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1429,2,8494,8494,S,MO EXECUÇÃO DE ALVENARIA BLOCO CERAMICO VEDAÇÃO 09CM,,2840.54,M2,2840.54,M2,1,45667,45754,45667.478703703702,2840.54,Sim,engenharia.piemonte,CTR 20240023 - RM,36,B,,N,51,650,84,S,,,813,9430 - THAL ENGENHARIA LTDA,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1429,3,8495,8495,S,MO EXECUÇÃO DE ALVENARIA BLOCO CERAMICO VEDAÇÃO 14CM,,2893.66,M2,2893.66,M2,50.39,45656,45747,45667.478703703702,145811.52739999999,Sim,engenharia.piemonte,CTR 20240023 - RM,36,B,,N,51,650,83,S,,,813,9430 - THAL ENGENHARIA LTDA,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1429,4,4996,4996,S,MO MONTAGEM DE BANDEIJÃO FIXO,,158.66,M,158.66,M,1,45667,45754,45667.478703703702,158.66,Sim,engenharia.piemonte,CTR 20240023 - RM,36,B,,N,51,650,25,S,,,813,9430 - THAL ENGENHARIA LTDA,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1429,5,4997,4997,S,MO MONTAGEM DE BANDEIJÃO MÓVEL,,317.32,M,317.32,M,1,45667,45754,45667.478703703702,317.32,Sim,engenharia.piemonte,CTR 20240023 - RM,36,B,,N,51,650,26,S,,,813,9430 - THAL ENGENHARIA LTDA,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1429,6,4843,4843,S,MO ALMOXARIFE,,34,MES,34,MES,8202,45656,45747,45667.478703703702,278868,Sim,engenharia.piemonte,CTR 20240023 - RM,36,B,,N,51,650,1,S,,,813,9430 - THAL ENGENHARIA LTDA,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1429,7,4845,4845,S,MO CONTRA-MESTRE,,34,MES,34,MES,8531.01,45656,45747,45667.478703703702,290054.34000000003,Sim,engenharia.piemonte,CTR 20240023 - RM,36,B,,N,51,650,2,S,,,813,9430 - THAL ENGENHARIA LTDA,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1429,8,4854,4854,S,MO MESTRE,,32.99,MES,32.99,MES,15440,45656,45761,45667.478703703702,509365.6,Sim,engenharia.piemonte,CTR 20240023 - RM,36,B,,N,51,650,3,S,,,813,9430 - THAL ENGENHARIA LTDA,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1429,9,4855,4855,S,MO OFICIAL,,28,MES,28,MES,7650.33,45656,45747,45667.478703703702,214209.24,,engenharia.piemonte,CTR 20240023 - RM,36,B,,N,51,650,4,S,,,813,9430 - THAL ENGENHARIA LTDA,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1429,10,4856,4856,S,MO OPERADOR CREMALHEIRA,,40,MES,40,MES,7650.33,45656,45747,45667.478703703702,306013.2,,engenharia.piemonte,CTR 20240023 - RM,36,B,,N,51,650,6,S,,,813,9430 - THAL ENGENHARIA LTDA,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1429,11,4857,4857,S,MO OPERADOR DE GRUA,,15,MES,15,MES,9500,45656,45747,45667.478703703702,142500,,engenharia.piemonte,CTR 20240023 - RM,36,B,,N,51,650,7,S,,,813,9430 - THAL ENGENHARIA LTDA,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1429,12,4859,4859,S,MO SERVENTE,,0.97,MES,0.97,MES,5892.34,45656,45761,45667.478703703702,5715.5698000000002,,engenharia.piemonte,CTR 20240023 - RM,36,B,,N,51,650,18,S,,,813,9430 - THAL ENGENHARIA LTDA,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
